test_id,gene_id,symbol,locus,sample_1,sample_2,status,value_1,value_2,log2FoldChange,test_stat,pvalue,padj,sig_cufflinks
XLOC_052809,XLOC_052809,ZNF394,chr7:99070463-99133313,Control,Dengue,OK,24.5971,37.9004,0.623724,0.631001,0.1199,0.984246,no
XLOC_052810,XLOC_052810,FAM200A,chr7:99143930-99208436,Control,Dengue,OK,2.17336,1.88697,-0.203859,-0.0798989,0.78915,0.999963,no
XLOC_052811,XLOC_052811,CYP3A5,chr7:99214329-99277621,Control,Dengue,OK,0.679128,0.546864,-0.312503,-0.0814374,0.59205,0.999963,no
XLOC_052814,XLOC_052814,"OR2AE1,TRIM4",chr7:99473609-99519009,Control,Dengue,OK,7.62319,7.52561,-0.0185878,-0.0194224,0.959,0.999963,no
XLOC_052817,XLOC_052817,ZNF3,chr7:99646284-99680185,Control,Dengue,OK,6.15107,8.12015,0.40067,0.33644,0.36935,0.999963,no
XLOC_052818,XLOC_052818,MCM7,chr7:99686576-99726372,Control,Dengue,OK,24.7289,20.2333,-0.289463,-0.24943,0.549,0.999963,no
XLOC_052822,XLOC_052822,TAF6,chr7:99686576-99726372,Control,Dengue,OK,4.46972,6.16442,0.463782,0.145026,0.64145,0.999963,no
XLOC_052825,XLOC_052825,C7orf43,chr7:99745800-99756452,Control,Dengue,OK,3.45008,5.36676,0.637421,0.253706,0.3825,0.999963,no
XLOC_052828,XLOC_052828,GATS,chr7:99775185-100037632,Control,Dengue,OK,1.80005,2.19427,0.285701,0.042876,0.85775,0.999963,no
XLOC_052829,XLOC_052829,"PPP1R35,ZCWPW1",chr7:99775185-100037632,Control,Dengue,OK,13.8796,15.8577,0.192211,0.0493701,0.8859,0.999963,no
XLOC_052831,XLOC_052831,"C7orf61,TSC22D4",chr7:100053970-100077106,Control,Dengue,OK,13.3544,24.4369,0.871748,1.0555,0.00525,0.250123,no
XLOC_052834,XLOC_052834,"LRCH4,SAP25",chr7:100169664-100205798,Control,Dengue,OK,22.1714,33.4991,0.595423,0.592266,0.1033,0.93533,no
XLOC_052836,XLOC_052836,TFR2,chr7:100218038-100240402,Control,Dengue,OK,0.547111,0.67887,0.311301,0.184069,0.5477,0.999963,no
XLOC_052838,XLOC_052838,GIGYF1,chr7:100270815-100291839,Control,Dengue,OK,3.46522,5.63053,0.700325,0.32441,0.25665,0.999963,no
XLOC_052839,XLOC_052839,EPHB4,chr7:100400186-100487339,Control,Dengue,OK,0.756208,0.833256,0.139977,0.0226197,0.94755,0.999963,no
XLOC_052843,XLOC_052843,ACHE,chr7:100487614-100494594,Control,Dengue,OK,0.0322381,0.634159,4.29801,0.139101,0.0131,0.393183,no
XLOC_052846,XLOC_052846,RP11-395B7.4,chr7:100612903-100662230,Control,Dengue,OK,0.575799,0.625702,0.119912,0.0686497,0.89385,0.999963,no
XLOC_052852,XLOC_052852,PLOD3,chr7:100849098-100867476,Control,Dengue,OK,3.72392,4.70022,0.335908,0.205385,0.55825,0.999963,no
XLOC_052853,XLOC_052853,"CLDN15,FIS1",chr7:100875117-100895597,Control,Dengue,OK,33.5531,40.3613,0.266524,0.357635,0.38355,0.999963,no
XLOC_052856,XLOC_052856,IFT22,chr7:100956647-100965104,Control,Dengue,OK,0.979396,0.749059,-0.386812,-0.261446,0.4427,0.999963,no
XLOC_052860,XLOC_052860,CTA-339C12.1,chr7:101459095-101962373,Control,Dengue,OK,1.22044,1.9251,0.657539,0.0750542,0.875,0.999963,no
XLOC_052861,XLOC_052861,CTA-305I2.1,chr7:101459095-101962373,Control,Dengue,OK,0.720156,0.977189,0.440328,0.0356797,0.8959,0.999963,no
XLOC_052862,XLOC_052862,AC005086.1,chr7:101459095-101962373,Control,Dengue,OK,0.348268,0.575425,0.724431,0.0236468,0.35905,0.999963,no
XLOC_052873,XLOC_052873,ALKBH4,chr7:102004305-102119442,Control,Dengue,OK,1.4838,2.34983,0.663261,0.183737,0.6243,0.999963,no
XLOC_052874,XLOC_052874,POLR2J,chr7:102004305-102119442,Control,Dengue,OK,6.60624,7.28079,0.140266,0.0620625,0.87815,0.999963,no
XLOC_052876,XLOC_052876,"POLR2J2,POLR2J3,RASA4,RASA4B,RP11-514P8.6,RP11-514P8.7,RP11-577H5.5,UPK3BL",chr7:102122891-102312088,Control,Dengue,OK,5.97517,6.04882,0.0176721,0.0166696,0.96025,0.999963,no
XLOC_052880,XLOC_052880,FBXL13,chr7:102451037-102920857,Control,Dengue,OK,1.59921,2.03129,0.345041,0.130476,0.6768,0.999963,no
XLOC_052882,XLOC_052882,NAPEPLD,chr7:102451037-102920857,Control,Dengue,OK,1.78859,1.83132,0.0340623,0.0124886,0.9628,0.999963,no
XLOC_052883,XLOC_052883,RP11-401L13.4,chr7:102451037-102920857,Control,Dengue,OK,0.687128,0.609594,-0.17273,-0.0260862,0.95675,0.999963,no
XLOC_052886,XLOC_052886,DPY19L2P2,chr7:102451037-102920857,Control,Dengue,OK,0.707305,0.495563,-0.513264,-0.159832,0.59465,0.999963,no
XLOC_052887,XLOC_052887,DNAJC2,chr7:102937631-103629963,Control,Dengue,OK,10.4548,11.003,0.0737395,0.0307727,0.916,0.999963,no
XLOC_052893,XLOC_052893,ORC5,chr7:103766787-103849680,Control,Dengue,OK,6.53183,4.45025,-0.5536,-0.510458,0.1174,0.975887,no
XLOC_052896,XLOC_052896,"KMT2E-AS1,LINC01004",chr7:104580973-105039755,Control,Dengue,OK,3.78103,5.64017,0.576961,0.0509415,0.60065,0.999963,no
XLOC_052897,XLOC_052897,SRPK2,chr7:104580973-105039755,Control,Dengue,OK,23.9458,18.2143,-0.394699,-0.115111,0.6644,0.999963,no
XLOC_052898,XLOC_052898,PUS7,chr7:105080107-105162714,Control,Dengue,OK,2.30841,1.9366,-0.253377,-0.211551,0.48805,0.999963,no
XLOC_052899,XLOC_052899,RP11-251G23.2,chr7:105170498-105241322,Control,Dengue,OK,0.437616,0.333216,-0.393209,-0.0394674,0.8823,0.999963,no
XLOC_052900,XLOC_052900,EFCAB10,chr7:105170498-105241322,Control,Dengue,OK,0.236407,0.287954,0.284567,0.0348123,0.88015,0.999963,no
XLOC_052901,XLOC_052901,YBX1P2,chr7:105170498-105241322,Control,Dengue,OK,3.02361,3.1292,0.04952,0.0267363,0.95055,0.999963,no
XLOC_052902,XLOC_052902,ATXN7L1,chr7:105244826-105517050,Control,Dengue,OK,6.65568,7.3778,0.148605,0.0846615,0.807,0.999963,no
XLOC_052903,XLOC_052903,SYPL1,chr7:105730814-105753022,Control,Dengue,OK,11.1741,10.2771,-0.120723,-0.147925,0.7176,0.999963,no
XLOC_052904,XLOC_052904,NAMPT,chr7:105878754-105928948,Control,Dengue,OK,295.149,365.242,0.307408,0.0372854,0.87775,0.999963,no
XLOC_052905,XLOC_052905,LARP1BP2,chr7:105952977-105956748,Control,Dengue,OK,0.14677,0.301442,1.03832,0.324008,0.28605,0.999963,no
XLOC_052906,XLOC_052906,CTB-111H14.1,chr7:106012696-106410653,Control,Dengue,OK,0.26733,1.8195,2.76685,0.459737,0.14465,0.999963,no
XLOC_052908,XLOC_052908,CCDC71L,chr7:106012696-106410653,Control,Dengue,OK,7.66587,16.2314,1.08227,0.866813,0.0044,0.222169,no
XLOC_052911,XLOC_052911,COG5,chr7:106809405-107218940,Control,Dengue,OK,55.7185,39.5227,-0.495473,-0.164656,0.6344,0.999963,no
XLOC_052915,XLOC_052915,AC002467.7,chr7:107382567-107404875,Control,Dengue,OK,0.511604,1.07652,1.07327,0.148612,0.74855,0.999963,no
XLOC_052917,XLOC_052917,LAMB1,chr7:107531414-107643700,Control,Dengue,OK,0.460736,0.569381,0.305453,0.0336475,0.8222,0.999963,no
XLOC_052922,XLOC_052922,"PNPLA8,THAP5",chr7:108109851-108217648,Control,Dengue,OK,40.6646,36.1277,-0.170669,-0.144945,0.63335,0.999963,no
XLOC_052932,XLOC_052932,IMMP2L,chr7:110302838-111202573,Control,Dengue,OK,9.32785,8.07103,-0.208791,-0.0353794,0.857,0.999963,no
XLOC_052933,XLOC_052933,AC073326.3,chr7:110302838-111202573,Control,Dengue,OK,0.550963,0.302795,-0.863613,-0.0504473,0.8468,0.999963,no
XLOC_052934,XLOC_052934,snoU13,chr7:110302838-111202573,Control,Dengue,OK,0.742976,0.351089,-1.08148,-0.169477,0.4459,0.999963,no
XLOC_052935,XLOC_052935,DOCK4,chr7:111365998-112049678,Control,Dengue,OK,6.3161,10.2949,0.704823,0.0638356,0.7761,0.999963,no
XLOC_052937,XLOC_052937,AC003080.4,chr7:111365998-112049678,Control,Dengue,OK,1.08643,1.36113,0.32522,0.0140322,0.89705,0.999963,no
XLOC_052942,XLOC_052942,TMEM168,chr7:112395407-112430777,Control,Dengue,OK,6.58704,4.17689,-0.6572,-0.337649,0.2114,0.999963,no
XLOC_052943,XLOC_052943,C7orf60,chr7:112458402-112580017,Control,Dengue,OK,6.17451,6.28643,0.025917,0.0163987,0.94785,0.999963,no
XLOC_052947,XLOC_052947,LINC00998,chr7:112740717-112786385,Control,Dengue,OK,11.5364,10.9472,-0.0756324,-0.0675628,0.83,0.999963,no
XLOC_052959,XLOC_052959,TFEC,chr7:115572351-115799950,Control,Dengue,OK,28.0368,32.7734,0.225204,0.121319,0.5273,0.999963,no
XLOC_052960,XLOC_052960,RP11-667F14.1,chr7:115849146-116148595,Control,Dengue,OK,1.11775,1.4329,0.358342,0.0774782,0.82945,0.999963,no
XLOC_052961,XLOC_052961,"AC002066.1,AC073130.3",chr7:115849146-116148595,Control,Dengue,OK,1.30724,1.48067,0.179731,0.0270767,0.9536,0.999963,no
XLOC_052967,XLOC_052967,AC002543.2,chr7:116451123-116562103,Control,Dengue,OK,1.84301,1.79546,-0.0377119,-0.00652383,0.98595,0.999963,no
XLOC_052973,XLOC_052973,ST7-AS2,chr7:116580442-116870460,Control,Dengue,OK,0.817793,0.898889,0.136407,0.0329402,0.91215,0.999963,no
XLOC_052997,XLOC_052997,FAM3C,chr7:120965420-121036651,Control,Dengue,OK,6.34297,4.08792,-0.633791,-0.135563,0.49155,0.999963,no
XLOC_053002,XLOC_053002,AASS,chr7:121713598-121784334,Control,Dengue,OK,0.642746,0.503636,-0.351869,-0.213405,0.4518,0.999963,no
XLOC_053013,XLOC_053013,NDUFA5,chr7:123177050-123198309,Control,Dengue,OK,24.7614,22.0036,-0.170354,-0.226116,0.60755,0.999963,no
XLOC_053015,XLOC_053015,WASL,chr7:123312638-123391220,Control,Dengue,OK,4.65516,4.36162,-0.0939678,-0.0994543,0.7826,0.999963,no
XLOC_053023,XLOC_053023,POT1,chr7:124461987-125019375,Control,Dengue,OK,9.93611,9.10658,-0.125772,-0.0755709,0.79305,0.999963,no
XLOC_053031,XLOC_053031,ZNF800,chr7:126986843-127071978,Control,Dengue,OK,24.2428,20.264,-0.258639,-0.210294,0.48195,0.999963,no
XLOC_053032,XLOC_053032,GCC1,chr7:127213176-127242198,Control,Dengue,OK,5.47081,10.5738,0.950664,0.788641,0.0358,0.637032,no
XLOC_053036,XLOC_053036,LRRC4,chr7:127292074-127744569,Control,Dengue,OK,1.9308,4.03365,1.06289,0.403819,0.24305,0.999963,no
XLOC_053038,XLOC_053038,RBM28,chr7:127919281-127983962,Control,Dengue,OK,6.16666,5.60501,-0.137773,-0.12376,0.77085,0.999963,no
XLOC_053040,XLOC_053040,IMPDH1,chr7:128032314-128050913,Control,Dengue,OK,13.9125,25.0988,0.851238,0.920713,0.01645,0.44107,no
XLOC_053044,XLOC_053044,RP11-212P7.1,chr7:128164069-128306536,Control,Dengue,OK,0.688851,1.29953,0.91573,0.0742213,0.79845,0.999963,no
XLOC_053045,XLOC_053045,"CICP14,RP11-274B21.12",chr7:128164069-128306536,Control,Dengue,OK,0.188161,1.19468,2.66658,0.233754,0.19545,0.999963,no
XLOC_053050,XLOC_053050,TNPO3,chr7:128577665-128697328,Control,Dengue,OK,12.9736,13.3013,0.0359874,0.032209,0.92735,0.999963,no
XLOC_053056,XLOC_053056,RP11-305M3.2,chr7:128864662-129070215,Control,Dengue,OK,7.60766,7.58367,-0.00455719,-0.00140006,0.99835,0.999963,no
XLOC_053062,XLOC_053062,UBE2H,chr7:129470321-129592818,Control,Dengue,OK,14.268,19.1492,0.424501,0.382528,0.22085,0.999963,no
XLOC_053065,XLOC_053065,ZC3HC1,chr7:129593073-129691291,Control,Dengue,OK,3.89799,4.82837,0.308808,0.261835,0.48955,0.999963,no
XLOC_053066,XLOC_053066,TMEM209,chr7:129804553-129847610,Control,Dengue,OK,5.15233,4.90357,-0.071391,-0.0655602,0.8324,0.999963,no
XLOC_053067,XLOC_053067,CEP41,chr7:130033611-130082274,Control,Dengue,OK,2.76473,2.67619,-0.0469559,-0.0310942,0.92145,0.999963,no
XLOC_053071,XLOC_053071,COPG2,chr7:130125827-130149187,Control,Dengue,OK,4.8716,4.67312,-0.0600085,-0.0386874,0.91655,0.999963,no
XLOC_053073,XLOC_053073,"COPG2,TSGA13",chr7:130292076-130372268,Control,Dengue,OK,5.75115,4.88161,-0.236492,-0.26078,0.54565,0.999963,no
XLOC_053078,XLOC_053078,"AC058791.1,LINC-PINT,RP11-138A9.1",chr7:130534460-131184527,Control,Dengue,OK,50.4742,56.3094,0.15783,0.0371941,0.89815,0.999963,no
XLOC_053080,XLOC_053080,MKLN1-AS,chr7:130534460-131184527,Control,Dengue,OK,0.59929,0.637478,0.089122,0.00210487,0.44785,0.999963,no
XLOC_053082,XLOC_053082,PODXL,chr7:131184602-131242976,Control,Dengue,OK,0.516098,0.571848,0.147986,0.102318,0.70975,0.999963,no
XLOC_053083,XLOC_053083,EEF1B2P6,chr7:131346710-131347383,Control,Dengue,OK,46.9251,25.8024,-0.862852,-1.32418,0.00405,0.209878,no
XLOC_053089,XLOC_053089,PLXNA4,chr7:131808090-132333447,Control,Dengue,OK,0.441971,0.428254,-0.0454854,-0.0285791,0.9341,0.999963,no
XLOC_053090,XLOC_053090,CHCHD3,chr7:132466916-132767035,Control,Dengue,OK,353.786,239.54,-0.562612,-0.800221,0.0603,0.779502,no
XLOC_053091,XLOC_053091,AC083873.4,chr7:132854173-132855272,Control,Dengue,OK,1.34488,1.51804,0.174739,0.145854,0.71835,0.999963,no
XLOC_053094,XLOC_053094,COX5BP3,chr7:132937733-133757093,Control,Dengue,OK,1.00942,1.12556,0.157117,0.0141635,0.8717,0.999963,no
XLOC_053095,XLOC_053095,AC007790.4,chr7:132937733-133757093,Control,Dengue,OK,1.54773,1.25934,-0.29749,-0.0443152,0.9181,0.999963,no
XLOC_053096,XLOC_053096,SLC35B4,chr7:133974083-134001858,Control,Dengue,OK,2.63667,2.19969,-0.26142,-0.178865,0.58015,0.999963,no
XLOC_053099,XLOC_053099,AKR1B1,chr7:134126956-134144036,Control,Dengue,OK,8.21542,7.28879,-0.172657,-0.204865,0.61345,0.999963,no
XLOC_053101,XLOC_053101,"AC083862.1,C7orf49,WDR91",chr7:134670036-134896297,Control,Dengue,OK,13.2276,19.8191,0.583334,0.165306,0.5574,0.999963,no
XLOC_053103,XLOC_053103,CNOT4,chr7:135046315-135194929,Control,Dengue,OK,17.3585,15.3228,-0.179957,-0.120999,0.6811,0.999963,no
XLOC_053108,XLOC_053108,"LUZP6,MTPN",chr7:135611202-135662101,Control,Dengue,OK,133.964,110.27,-0.28081,-0.265231,0.34,0.999963,no
XLOC_053118,XLOC_053118,CREB3L2,chr7:137558567-137686990,Control,Dengue,OK,4.76979,5.61689,0.235847,0.190775,0.5697,0.999963,no
XLOC_053132,XLOC_053132,ZC3HAV1L,chr7:138706723-138722036,Control,Dengue,OK,0.889452,0.86305,-0.0434727,-0.0274925,0.92855,0.999963,no
XLOC_053133,XLOC_053133,ZC3HAV1,chr7:138728137-138795346,Control,Dengue,OK,26.6702,41.2843,0.630366,0.847315,0.0241,0.531249,no
XLOC_053134,XLOC_053134,RP11-383F6.1,chr7:138728137-138795346,Control,Dengue,OK,2.54556,2.81419,0.144734,0.0231833,0.96475,0.999963,no
XLOC_053142,XLOC_053142,RP11-634H22.1,chr7:139024202-139109104,Control,Dengue,OK,0.11447,0.430889,1.91235,0.0388607,0.37575,0.999963,no
XLOC_053144,XLOC_053144,HIPK2,chr7:139246315-139720125,Control,Dengue,OK,8.85786,12.0803,0.447632,0.283807,0.4633,0.999963,no
XLOC_053145,XLOC_053145,PARP12,chr7:139723543-139763823,Control,Dengue,OK,40.8089,98.2963,1.26825,1.36531,0.0008,0.0843952,no
XLOC_053146,XLOC_053146,KDM7A,chr7:139782602-139879552,Control,Dengue,OK,17.7813,16.1124,-0.142193,-0.141959,0.6656,0.999963,no
XLOC_053148,XLOC_053148,SLC37A3,chr7:139993492-140126050,Control,Dengue,OK,8.51016,8.75661,0.0411864,0.0270885,0.92805,0.999963,no
XLOC_053151,XLOC_053151,MKRN1,chr7:140152839-140179743,Control,Dengue,OK,47.9893,86.3865,0.848091,0.898138,0.0226,0.520182,no
XLOC_053154,XLOC_053154,BRAF,chr7:140218219-140624724,Control,Dengue,OK,16.9813,16.238,-0.0645657,-0.0440263,0.88355,0.999963,no
XLOC_053156,XLOC_053156,MRPS33,chr7:140702409-140715028,Control,Dengue,OK,15.7916,12.4417,-0.343982,-0.361248,0.3446,0.999963,no
XLOC_053162,XLOC_053162,KIAA1147,chr7:141229002-141401953,Control,Dengue,OK,6.79526,7.05542,0.0542021,0.0300654,0.92425,0.999963,no
XLOC_053169,XLOC_053169,CLEC5A,chr7:141607612-141806662,Control,Dengue,OK,11.0979,7.56835,-0.552229,-0.217979,0.4327,0.999963,no
XLOC_053176,XLOC_053176,TRBV7-8,chr7:142099454-142099977,Control,Dengue,OK,3.29206,2.80017,-0.233473,-0.221077,0.71405,0.999963,no
XLOC_053181,XLOC_053181,"TRBV5-4,TRBV5-5,TRBV5-6,TRBV7-3,TRBV7-4,TRBV7-6",chr7:142130199-142251250,Control,Dengue,OK,18.3616,25.5276,0.475364,0.32316,0.48395,0.999963,no
XLOC_053183,XLOC_053183,TRBV6-6,chr7:142130199-142251250,Control,Dengue,OK,1.7739,1.09568,-0.695103,-0.125961,0.7991,0.999963,no
XLOC_053184,XLOC_053184,"TRBV6-4,TRBV6-5,TRBV9",chr7:142130199-142251250,Control,Dengue,OK,16.6705,12.8896,-0.371086,-0.23497,0.613,0.999963,no
XLOC_053186,XLOC_053186,"TRBV10-1,TRBV10-2",chr7:142130199-142251250,Control,Dengue,OK,2.48858,2.51576,0.0156677,0.00520416,0.9937,0.999963,no
XLOC_053188,XLOC_053188,TRBV11-1,chr7:142130199-142251250,Control,Dengue,OK,0.477702,0.540297,0.177639,0.0173161,0.9357,0.999963,no
XLOC_053190,XLOC_053190,TRBV8-2,chr7:142130199-142251250,Control,Dengue,OK,0.544204,0.217635,-1.32224,-0.100638,0.6281,0.999963,no
XLOC_053194,XLOC_053194,TRBV30,chr7:142510001-142551340,Control,Dengue,OK,2.92173,1.85254,-0.657319,-0.332427,0.45105,0.999963,no
XLOC_053197,XLOC_053197,KEL,chr7:142638200-142659768,Control,Dengue,OK,0.206757,0.585786,1.50244,0.38043,0.0527,0.736133,no
XLOC_053206,XLOC_053206,EPHA1,chr7:143074896-143226753,Control,Dengue,OK,7.22102,11.5461,0.677135,0.236353,0.5892,0.999963,no
XLOC_053213,XLOC_053213,RP11-61L23.2,chr7:143458882-143534026,Control,Dengue,OK,0.538144,0.427526,-0.331981,-0.187998,0.51775,0.999963,no
XLOC_053214,XLOC_053214,TCAF1,chr7:143542255-143599291,Control,Dengue,OK,1.33716,1.24427,-0.10387,-0.0409889,0.8994,0.999963,no
XLOC_053224,XLOC_053224,TPK1,chr7:144145832-144533694,Control,Dengue,OK,10.6758,9.39244,-0.18477,-0.154762,0.6764,0.999963,no
XLOC_053225,XLOC_053225,EEF1A1P10,chr7:144145832-144533694,Control,Dengue,OK,0.739983,0.302539,-1.29037,-0.296082,0.483,0.999963,no
XLOC_053233,XLOC_053233,AC005229.5,chr7:148264123-148280201,Control,Dengue,OK,0.19526,0.398222,1.02817,0.467453,0.1906,0.999963,no
XLOC_053234,XLOC_053234,RP5-1136G13.2,chr7:148393558-148498194,Control,Dengue,OK,0.367014,0.442615,0.270216,0.034168,0.93425,0.999963,no
XLOC_053236,XLOC_053236,EZH2,chr7:148499724-148581413,Control,Dengue,OK,10.3971,9.98685,-0.0580792,-0.0445827,0.8724,0.999963,no
XLOC_053237,XLOC_053237,RNY1,chr7:148684227-148684340,Control,Dengue,OK,1274.03,998.419,-0.351686,-30.675,0.5282,0.999963,no
XLOC_053238,XLOC_053238,PDIA4,chr7:148700145-148725767,Control,Dengue,OK,28.8798,32.2174,0.157783,0.218126,0.58555,0.999963,no
XLOC_053239,XLOC_053239,ZNF786,chr7:148766734-148787874,Control,Dengue,OK,1.14806,1.18447,0.0450471,0.0445379,0.90965,0.999963,no
XLOC_053246,XLOC_053246,ZNF777,chr7:149123595-149158214,Control,Dengue,OK,1.14236,1.56292,0.452233,0.417048,0.27535,0.999963,no
XLOC_053247,XLOC_053247,ZNF746,chr7:149169661-149321862,Control,Dengue,OK,7.10917,9.40496,0.403741,0.349605,0.3325,0.999963,no
XLOC_053248,XLOC_053248,ZNF467,chr7:149461087-149531068,Control,Dengue,OK,3.17388,5.94917,0.906441,0.873374,0.0302,0.594045,no
XLOC_053255,XLOC_053255,ACTR3C,chr7:149919175-150035239,Control,Dengue,OK,2.08885,1.36609,-0.612663,-0.349708,0.2694,0.999963,no
XLOC_053259,XLOC_053259,RP11-511P7.4,chr7:150181148-150182223,Control,Dengue,OK,0.643465,0.308646,-1.05991,-0.724236,0.11025,0.955482,no
XLOC_053264,XLOC_053264,GIMAP6,chr7:150322354-150330127,Control,Dengue,OK,31.7422,43.3203,0.448642,0.567674,0.17135,0.999963,no
XLOC_053266,XLOC_053266,GIMAP2,chr7:150375189-150403956,Control,Dengue,OK,0.658819,0.486443,-0.437611,-0.174767,0.5357,0.999963,no
XLOC_053269,XLOC_053269,-,chr7:150474961-150478783,Control,Dengue,OK,0.909644,1.94208,1.09422,0.905521,0.0267,0.563338,no
XLOC_053270,XLOC_053270,TMEM176B,chr7:150488265-150502208,Control,Dengue,OK,15.8683,65.0373,2.03512,1.73683,5e-05,0.0138461,yes
XLOC_053272,XLOC_053272,ATG9B,chr7:150688082-150721586,Control,Dengue,OK,0.429434,0.328348,-0.387211,-0.108354,0.6383,0.999963,no
XLOC_053274,XLOC_053274,CDK5,chr7:150750898-150780793,Control,Dengue,OK,3.79396,3.73603,-0.0222002,-0.00920126,0.9819,0.999963,no
XLOC_053275,XLOC_053275,"FASTK,TMUB1",chr7:150750898-150780793,Control,Dengue,OK,15.3293,19.7029,0.362118,0.271935,0.42355,0.999963,no
XLOC_053279,XLOC_053279,ABCF2,chr7:150904922-150924358,Control,Dengue,OK,8.44738,9.80057,0.214362,0.199036,0.54545,0.999963,no
XLOC_053280,XLOC_053280,SMARCD3,chr7:150929154-150974982,Control,Dengue,OK,10.6094,11.1131,0.066921,0.0519182,0.8975,0.999963,no
XLOC_053281,XLOC_053281,WDR86,chr7:151038774-151112159,Control,Dengue,OK,0.765488,0.700276,-0.128456,-0.0194479,0.94615,0.999963,no
XLOC_053285,XLOC_053285,RHEB,chr7:151152796-151217206,Control,Dengue,OK,6.32304,7.29634,0.206553,0.0591662,0.8124,0.999963,no
XLOC_053286,XLOC_053286,PRKAG2,chr7:151253169-151576308,Control,Dengue,OK,17.9774,21.4973,0.257969,0.102291,0.7098,0.999963,no
XLOC_053289,XLOC_053289,RP5-981O7.2,chr7:151722748-151827884,Control,Dengue,OK,1.54785,1.29244,-0.260165,-0.0790967,0.8533,0.999963,no
XLOC_053290,XLOC_053290,-,chr7:151828909-151830561,Control,Dengue,OK,0.592068,0.399888,-0.566167,-0.404162,0.35305,0.999963,no
XLOC_053291,XLOC_053291,KMT2C,chr7:151830634-152133675,Control,Dengue,OK,53.5397,58.9395,0.138626,0.0557197,0.86435,0.999963,no
XLOC_053292,XLOC_053292,LINC01003,chr7:152160241-152162944,Control,Dengue,OK,1.56366,1.38557,-0.174453,-0.0652819,0.82265,0.999963,no
XLOC_053296,XLOC_053296,XRCC2,chr7:152341298-152373250,Control,Dengue,OK,0.595753,0.51661,-0.205641,-0.143011,0.67575,0.999963,no
XLOC_053305,XLOC_053305,PAXIP1,chr7:154719381-154794794,Control,Dengue,OK,2.58146,2.37466,-0.12047,-0.0805449,0.80935,0.999963,no
XLOC_053309,XLOC_053309,AC144652.1,chr7:155080277-155107436,Control,Dengue,OK,11.0427,11.0763,0.00437363,0.00273105,0.99295,0.999963,no
XLOC_053313,XLOC_053313,AC009403.2,chr7:155403924-155574575,Control,Dengue,OK,1.97958,2.40722,0.282176,0.0204825,0.77215,0.999963,no
XLOC_053318,XLOC_053318,LINC01006,chr7:156264889-156687015,Control,Dengue,OK,0.484863,0.428522,-0.178208,-0.0177157,0.9403,0.999963,no
XLOC_053320,XLOC_053320,LMBR1,chr7:156264889-156687015,Control,Dengue,OK,19.5779,17.0193,-0.202052,-0.105856,0.71315,0.999963,no
XLOC_053324,XLOC_053324,RP4-814D15.1,chr7:156931600-157062172,Control,Dengue,OK,2.70268,1.96381,-0.460738,-0.109351,0.82785,0.999963,no
XLOC_053327,XLOC_053327,DNAJB6,chr7:157127582-157210499,Control,Dengue,OK,0.641564,0.624474,-0.0389517,-0.0174607,0.9563,0.999963,no
XLOC_053328,XLOC_053328,PTPRN2,chr7:157331749-158380480,Control,Dengue,OK,0.350304,0.696085,0.990655,0.489115,0.17245,0.999963,no
XLOC_053332,XLOC_053332,THAP5P1,chr7:158414463-158416642,Control,Dengue,OK,1.88888,1.82425,-0.050224,-0.0152995,0.96105,0.999963,no
XLOC_053333,XLOC_053333,NCAPG2,chr7:158423233-158497520,Control,Dengue,OK,3.7731,2.92626,-0.366694,-0.295884,0.35865,0.999963,no
XLOC_053334,XLOC_053334,ESYT2,chr7:158523444-158624023,Control,Dengue,OK,43.1323,38.7181,-0.155761,-0.208081,0.58355,0.999963,no
XLOC_053335,XLOC_053335,VIPR2,chr7:158799212-158937649,Control,Dengue,OK,0.322627,0.368226,0.190723,0.101385,0.7502,0.999963,no
XLOC_053336,XLOC_053336,-,chr7:158984525-158991806,Control,Dengue,OK,0.471608,0.414483,-0.186275,-0.146878,0.7252,0.999963,no
XLOC_053340,XLOC_053340,-,chr7:2549307-2552135,Control,Dengue,OK,0.176117,0.443944,1.33384,0.917195,0.02175,0.515341,no
XLOC_053341,XLOC_053341,-,chr7:2715458-2910343,Control,Dengue,OK,0.39456,0.488538,0.308226,0.0381681,0.9192,0.999963,no
XLOC_053344,XLOC_053344,-,chr7:3133110-3157779,Control,Dengue,OK,0.260571,0.414297,0.668987,0.15948,0.579,0.999963,no
XLOC_053345,XLOC_053345,RPA3,chr7:7674583-8133902,Control,Dengue,OK,0.71759,0.891304,0.312757,0.0336849,0.92995,0.999963,no
XLOC_053346,XLOC_053346,RPA3,chr7:7674583-8133902,Control,Dengue,OK,0.6214,0.438846,-0.501807,-0.0343959,0.7995,0.999963,no
XLOC_053347,XLOC_053347,RPA3,chr7:7674583-8133902,Control,Dengue,OK,1.13734,0.936778,-0.279888,-0.0898176,0.81155,0.999963,no
XLOC_053348,XLOC_053348,RPA3,chr7:7674583-8133902,Control,Dengue,OK,0.849431,0.700896,-0.277297,-0.0724501,0.8413,0.999963,no
XLOC_053353,XLOC_053353,-,chr7:17270741-17274664,Control,Dengue,OK,0.997508,0.33448,-1.57641,-1.17098,0.00285,0.170069,no
XLOC_053362,XLOC_053362,-,chr7:20476353-20479836,Control,Dengue,OK,0.516568,0.0302343,-4.0947,-2.01723,0.0003,0.0458353,yes
